zzz ***Sun Mar 7 06:37:57 EST 2021
Netid  State      Recv-Q  Send-Q                                  Local Address:Port                                        Peer Address:Port                                                                                                   
u_str  ESTAB   0        0                                                     * 5658556                                                * 5658555                 users:(("master",pid=12165,fd=17)) <->                                         
u_str  ESTAB   0        0                                                     * 5658566                                                * 5658565                 users:(("master",pid=12165,fd=29)) <->                                         
u_dgr  UNCONN  0        0                                                     * 61814                                                  * 0                       users:(("kwalletd5",pid=5442,fd=9)) <->                                        
u_str  ESTAB   0        0                                                     * 5658611                                                * 5658610                 users:(("master",pid=12165,fd=74)) <->                                         
u_str  ESTAB   0        0                                                     * 5658610                                                * 5658611                 users:(("master",pid=12165,fd=73)) <->                                         
u_dgr  UNCONN  0        0                                                     * 9530730                                                * 20076                   users:(("sshd",pid=23656,fd=3),("sshd",pid=23654,fd=3)) <->                    
u_str  ESTAB   0        0                                                     * 47664                                                  * 63552                   users:(("pulseaudio",pid=4364,fd=37)) <->                                      
u_str  ESTAB   0        0                                                     * 48277                                                  * 41524                   users:(("dconf-service",pid=2927,fd=1)) -->                                    
u_str  ESTAB   0        0                                       /run/user/0/bus 48245                                                  * 47203                   users:(("dbus-daemon",pid=2878,fd=10)) <-> ino:32588 dev:0/62                  
u_str  ESTAB   0        0                                                     * 31558                                                  * 63532                   users:(("xembedsniproxy",pid=4325,fd=6)) <->                                   
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 10403213                                               * 10414302                users:(("dbus-daemon",pid=1408,fd=10)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 56006                                                  * 57288                   users:(("X",pid=4242,fd=33)) <->                                               
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 77887                                                  * 70834                   users:(("X",pid=4242,fd=56)) <->                                               
u_str  ESTAB   0        0                                                     * 46656                                                  * 49186                   users:(("obexd",pid=3174,fd=7)) <->                                            
u_str  ESTAB   0        0                                                     * 5658596                                                * 5658595                 users:(("master",pid=12165,fd=59)) <->                                         
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 44873                                                  * 58918                   users:(("dbus-daemon",pid=1408,fd=26)) <-> ino:29168 dev:0/25                  
u_dgr  UNCONN  0        0                                                     * 58894                                                  * 20082                   users:(("systemd",pid=4115,fd=3)) <->                                          
u_str  ESTAB   0        0                                                     * 5658575                                                * 5658574                 users:(("master",pid=12165,fd=38)) <->                                         
u_str  ESTAB   0        0                                                     * 3568699                                                * 3568700                 users:(("unbound",pid=11851,fd=10)) <->                                        
u_dgr  UNCONN  0        0                                                     * 3568696                                                * 20076                   users:(("unbound",pid=11851,fd=9)) <->                                         
u_str  ESTAB   0        0                                                     * 26495                                                  * 31526                   users:(("kaccess",pid=4291,fd=7)) <->                                          
u_str  ESTAB   0        0                                  @/tmp/.ICE-unix/4315 14300                                                  * 31567                   users:(("ksmserver",pid=4315,fd=27)) <->                                       
u_str  ESTAB   0        0                                                     * 8731156                                                * 8754786                 users:(("nm-openconnect-",pid=1555,fd=5)) <->                                  
u_str  ESTAB   0        0                                                     * 34061                                                  * 34062                   users:(("auditd",pid=1149,fd=9)) <->                                           
u_dgr  UNCONN  0        0                                                     * 20065                                                  * 20064                   users:(("systemd",pid=1,fd=33)) <->                                            
u_str  ESTAB   0        0                                                     * 5658562                                                * 5658563                 users:(("master",pid=12165,fd=25)) <->                                         
u_str  ESTAB   0        0                                     /run/user/501/bus 53441                                                  * 47104                   users:(("dbus-daemon",pid=4256,fd=15)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 62502                                                  * 43878                   users:(("X",pid=4242,fd=54)) <->                                               
u_str  ESTAB   0        0                                                     * 5658617                                                * 5658616                 users:(("master",pid=12165,fd=80)) <->                                         
u_dgr  UNCONN  0        0                                                     * 5764372                                                * 20082                   users:(("systemd-udevd",pid=11447,fd=5)) <->                                   
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 57334                                                  * 62511                   users:(("dbus-daemon",pid=1408,fd=34)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                            /run/user/501/pulse/native 43914                                                  * 14306                   users:(("pulseaudio",pid=4364,fd=21)) <-> ino:57268 dev:0/68                   
u_str  ESTAB   0        0                                                     * 10497260                                               * 0                       users:(("sshd",pid=30333,fd=6),("sshd",pid=30331,fd=6)) ---                    
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 10395616                                               * 10411172                users:(("dbus-daemon",pid=1408,fd=42)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 59142                                                  * 74547                   users:(("systemd-journal",pid=11264,fd=40),("systemd",pid=1,fd=70)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                     /run/user/501/bus 56037                                                  * 49890                   users:(("dbus-daemon",pid=4256,fd=30)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 52201                                                  * 57658                   users:(("polkit-kde-auth",pid=4327,fd=8)) <->                                  
u_str  ESTAB   0        0                                     /run/user/501/bus 26485                                                  * 52180                   users:(("dbus-daemon",pid=4256,fd=9)) <-> ino:57265 dev:0/68                   
u_str  ESTAB   0        0                                                     * 72935                                                  * 74549                   users:(("kwalletd5",pid=5442,fd=7)) <->                                        
u_str  ESTAB   0        0                                                     * 30636                                                  * 34449                   users:(("obexd",pid=3174,fd=1)) -->                                            
u_str  ESTAB   0        0                                                     * 57297                                                  * 56011                   users:(("kded5",pid=4284,fd=3)) <->                                            
u_str  ESTAB   0        0                                     /run/user/501/bus 8795549                                                * 8792267                 users:(("dbus-daemon",pid=4256,fd=20)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 3568718                                                * 3568717                 users:(("unbound",pid=11851,fd=29)) <->                                        
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 62504                                                  * 53467                   users:(("X",pid=4242,fd=55)) <->                                               
u_str  ESTAB   0        0                                                     * 41086                                                  * 41085                   users:(("dbus-daemon",pid=1408,fd=8)) <->                                      
u_str  ESTAB   0        0                                                     * 5658592                                                * 5658593                 users:(("master",pid=12165,fd=55)) <->                                         
u_str  ESTAB   0        0                                                     * 5658589                                                * 5658590                 users:(("master",pid=12165,fd=52)) <->                                         
u_str  ESTAB   0        0                                                     * 3568704                                                * 3568703                 users:(("unbound",pid=11851,fd=15)) <->                                        
u_str  ESTAB   0        0                                                     * 3568701                                                * 3568702                 users:(("unbound",pid=11851,fd=12)) <->                                        
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 53480                                                  * 26518                   users:(("X",pid=4242,fd=42)) <->                                               
u_str  ESTAB   0        0                                                     * 26476                                                  * 49856                   users:(("dbus-daemon",pid=4256,fd=2),("dbus-daemon",pid=4256,fd=1)) -->        
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 8754786                                                * 8731156                 users:(("dbus-daemon",pid=1408,fd=19)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                     /run/user/501/bus 74549                                                  * 72935                   users:(("dbus-daemon",pid=4256,fd=29)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 56008                                                  * 63503                   users:(("X",pid=4242,fd=34)) <->                                               
u_str  ESTAB   0        0                                                     * 14287                                                  * 56029                   users:(("gmenudbusmenupr",pid=4347,fd=9)) <->                                  
u_str  ESTAB   0        0                                                     * 31238                                                  * 30247                   users:(("ModemManager",pid=1618,fd=6)) <->                                     
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 5778319                                                * 5764996                 users:(("systemd-journal",pid=11264,fd=25),("systemd",pid=1,fd=130)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 24123                                                  * 17407                   users:(("baloo_file",pid=2947,fd=5)) <->                                       
u_str  ESTAB   0        0                                                     * 57703                                                  * 43913                   users:(("plasmashell",pid=4323,fd=19)) <->                                     
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 65574                                                  * 43905                   users:(("systemd-journal",pid=11264,fd=38),("systemd",pid=1,fd=77)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 43311                                                  * 44473                   users:(("dbus-daemon",pid=1408,fd=22)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                                     * 56077                                                  * 64595                   users:(("obexd",pid=4513,fd=7)) <->                                            
u_str  ESTAB   0        0                                                     * 57315                                                  * 54968                   users:(("plasmashell",pid=4323,fd=3)) <->                                      
u_str  ESTAB   0        0                                     /run/user/501/bus 31543                                                  * 56028                   users:(("dbus-daemon",pid=4256,fd=18)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 10406756                                               * 10414294                users:(("systemd-journal",pid=11264,fd=13),("systemd",pid=1,fd=62)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                     /run/user/501/bus 8793202                                                * 8778499                 users:(("dbus-daemon",pid=4256,fd=39)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 87545                                                  * 95478                   users:(("rpcbind",pid=9106,fd=2),("rpcbind",pid=9106,fd=1)) -->                
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 53449                                                  * 47659                   users:(("X",pid=4242,fd=49)) <->                                               
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 57324                                                  * 47652                   users:(("dbus-daemon",pid=1408,fd=30)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                                     * 52198                                                  * 53442                   users:(("plasma_session",pid=4312,fd=5)) <->                                   
u_str  ESTAB   0        0                                                     * 31539                                                  * 61559                   users:(("dconf-service",pid=4303,fd=1)) -->                                    
u_str  ESTAB   0        0                                                     * 5658602                                                * 5658601                 users:(("master",pid=12165,fd=65)) <->                                         
u_str  ESTAB   0        0                                                     * 58911                                                  * 14282                   users:(("polkit-kde-auth",pid=4327,fd=10)) <->                                 
u_str  ESTAB   0        0                                                     * 57651                                                  * 47099                   users:(("X",pid=4242,fd=9)) <->                                                
u_str  ESTAB   0        0                                                     * 44473                                                  * 43311                   users:(("udisksd",pid=2954,fd=6)) <->                                          
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 38978                                                  * 41168                   users:(("systemd-journal",pid=11264,fd=14),("systemd",pid=1,fd=121)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 5658572                                                * 5658571                 users:(("master",pid=12165,fd=35)) <->                                         
u_str  ESTAB   0        0                                                     * 3568711                                                * 3568712                 users:(("unbound",pid=11851,fd=22)) <->                                        
u_str  ESTAB   0        0                                                     * 3568710                                                * 3568709                 users:(("unbound",pid=11851,fd=21)) <->                                        
u_str  ESTAB   0        0                                     /run/user/501/bus 53440                                                  * 26492                   users:(("dbus-daemon",pid=4256,fd=10)) <-> ino:57265 dev:0/68                  
u_dgr  UNCONN  0        0                                                     * 61862                                                  * 0                       users:(("NetworkManager",pid=1483,fd=24)) <->                                  
u_str  ESTAB   0        0                                                     * 5658623                                                * 5658622                 users:(("master",pid=12165,fd=86)) <->                                         
u_str  ESTAB   0        0                                                     * 3568717                                                * 3568718                 users:(("unbound",pid=11851,fd=28)) <->                                        
u_dgr  UNCONN  0        0                                                     * 57255                                                  * 57256                   users:(("systemd",pid=4115,fd=15)) <->                                         
u_str  ESTAB   0        0                                     /run/user/501/bus 57665                                                  * 52544                   users:(("dbus-daemon",pid=4256,fd=25)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 63522                                                  * 63523                   users:(("ksmserver",pid=4315,fd=10)) <->                                       
u_str  ESTAB   0        0                                                     * 63498                                                  * 63499                   users:(("kdeinit5",pid=4275,fd=18),("kdeinit5",pid=4275,fd=12),("kdeinit5",pid=4275,fd=11),("kdeinit5",pid=4275,fd=10),("kdeinit5",pid=4275,fd=8),("kdeinit5",pid=4275,fd=5)) <->
u_dgr  UNCONN  0        0                                                     * 10484730                                               * 20076                   users:(("sshd",pid=30665,fd=3),("sshd",pid=30663,fd=3)) <->                    
u_str  ESTAB   0        0                                                     * 49890                                                  * 56037                   users:(("plasmashell",pid=4323,fd=8)) <->                                      
u_str  ESTAB   0        0                                                     * 43878                                                  * 62502                   users:(("baloorunner",pid=4453,fd=3)) <->                                      
u_str  ESTAB   0        0                                                     * 5658608                                                * 5658607                 users:(("master",pid=12165,fd=71)) <->                                         
u_dgr  UNCONN  0        0                                                     * 62479                                                  * 0                       users:(("kactivitymanage",pid=4338,fd=15)) <->                                 
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 41089                                                  * 15807                   users:(("dbus-daemon",pid=1408,fd=11)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                                     * 53465                                                  * 57326                   users:(("kded5",pid=4284,fd=16)) <->                                           
u_dgr  UNCONN  0        0                                                     * 30426                                                  * 20076                   users:(("cron",pid=2032,fd=4)) <->                                             
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 74960                                                  * 60131                   users:(("dbus-daemon",pid=1408,fd=37)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 47102                                                  * 57278                   users:(("dbus-daemon",pid=1408,fd=20)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                                     * 10484733                                               * 10484732                users:(("sshd",pid=30663,fd=8)) <->                                            
u_str  ESTAB   0        0                                                     * 31531                                                  * 61555                   users:(("kglobalaccel5",pid=4297,fd=1)) -->                                    
u_dgr  UNCONN  0        768                                                   * 22002                                                  * 22001                   users:(("systemd",pid=1,fd=50)) <->                                            
u_str  ESTAB   0        0                                                     * 9530732                                                * 9530733                 users:(("sshd",pid=23656,fd=5)) <->                                            
u_str  ESTAB   0        0                                                     * 74547                                                  * 59142                   users:(("kwalletd5",pid=5442,fd=1)) -->                                        
u_str  ESTAB   640      0                                                     * 47680                                                  * 44886                   users:(("kscreen_backend",pid=4486,fd=8)) <->                                  
u_str  ESTAB   0        0                                                     * 52180                                                  * 26485                   users:(("systemd",pid=4115,fd=19)) <->                                         
u_str  ESTAB   0        0                                                     * 5658577                                                * 5658578                 users:(("master",pid=12165,fd=40)) <->                                         
u_str  ESTAB   0        0                                                     * 3568688                                                * 3554157                 users:(("unbound",pid=11851,fd=2),("unbound",pid=11851,fd=1)) -->              
u_str  ESTAB   0        0                                  @/tmp/.ICE-unix/4315 63533                                                  * 26506                   users:(("ksmserver",pid=4315,fd=16)) <->                                       
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 54967                                                  * 26504                   users:(("X",pid=4242,fd=43)) <->                                               
u_str  ESTAB   0        0                                     /run/user/501/bus 56030                                                  * 58917                   users:(("dbus-daemon",pid=4256,fd=27)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 57662                                                  * 52529                   users:(("kactivitymanage",pid=4338,fd=1)) -->                                  
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 65565                                                  * 43893                   users:(("systemd-journal",pid=11264,fd=36),("systemd",pid=1,fd=79)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 8731212                                                * 8791305                 users:(("gvfsd-fuse",pid=1603,fd=6)) <->                                       
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 41449                                                  * 32559                   users:(("systemd-journal",pid=11264,fd=17),("systemd",pid=1,fd=118)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 34276                                                  * 29320                   users:(("ModemManager",pid=1618,fd=1)) -->                                     
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 28365                                                  * 26850                   users:(("systemd-journal",pid=11264,fd=8),("systemd",pid=1,fd=127)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 10484732                                               * 10484733                users:(("sshd",pid=30665,fd=5)) <->                                            
u_str  ESTAB   0        0                                     /run/user/501/bus 44881                                                  * 49898                   users:(("dbus-daemon",pid=4256,fd=35)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 52205                                                  * 54973                   users:(("kactivitymanage",pid=4338,fd=3)) <->                                  
u_dgr  UNCONN  0        0                                                     * 10508803                                               * 20076                   users:(("pickup",pid=1974,fd=7)) <->                                           
u_str  ESTAB   0        0                                                     * 10497275                                               * 10497276                users:(("sshd",pid=30333,fd=5)) <->                                            
u_str  ESTAB   0        0                                     /run/user/501/bus 43898                                                  * 55187                   users:(("dbus-daemon",pid=4256,fd=42)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 49898                                                  * 44881                   users:(("baloorunner",pid=4453,fd=8)) <->                                      
u_str  ESTAB   0        0                                                     * 47652                                                  * 57324                   users:(("pulseaudio",pid=4364,fd=32)) <->                                      
u_dgr  UNCONN  0        0                                                     * 46654                                                  * 20076                   users:(("obexd",pid=3174,fd=3)) <->                                            
u_dgr  UNCONN  0        0                                                     * 34278                                                  * 20076                   users:(("ModemManager",pid=1618,fd=5)) <->                                     
u_str  ESTAB   0        0                                                     * 17318                                                  * 39001                   users:(("systemd-logind",pid=1554,fd=2),("systemd-logind",pid=1554,fd=1)) -->  
u_str  ESTAB   0        0                                                     * 3568700                                                * 3568699                 users:(("unbound",pid=11851,fd=11)) <->                                        
u_str  ESTAB   0        0                                                     * 26523                                                  * 43907                   users:(("obexd",pid=4513,fd=6)) <->                                            
u_str  ESTAB   0        0                                                     * 40158                                                  * 41169                   users:(("polkitd",pid=1479,fd=6)) <->                                          
u_str  ESTAB   0        0                                                     * 47659                                                  * 53449                   users:(("pulseaudio",pid=4364,fd=36)) <->                                      
u_str  ESTAB   0        0                                                     * 54920                                                  * 52184                   users:(("startplasma-x11",pid=4250,fd=3)) <->                                  
u_str  ESTAB   0        0                                                     * 63551                                                  * 57681                   users:(("gconfd-2",pid=4392,fd=4)) <->                                         
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 61556                                                  * 31532                   users:(("systemd-journal",pid=11264,fd=29),("systemd",pid=1,fd=105)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 10414294                                               * 10406756                users:(("avahi-daemon",pid=6111,fd=2),("avahi-daemon",pid=6111,fd=1)) -->      
u_str  ESTAB   0        0                                     /run/user/501/bus 53444                                                  * 57304                   users:(("dbus-daemon",pid=4256,fd=19)) <-> ino:57265 dev:0/68                  
u_dgr  UNCONN  0        0                                                     * 32580                                                  * 32581                   users:(("systemd",pid=2228,fd=15)) <->                                         
u_str  ESTAB   0        0                                                     * 30424                                                  * 41427                   users:(("cron",pid=2032,fd=2),("cron",pid=2032,fd=1)) -->                      
u_str  ESTAB   0        0                                                     * 5658587                                                * 5658586                 users:(("master",pid=12165,fd=50)) <->                                         
u_str  ESTAB   0        0                                                     * 64526                                                  * 54970                   users:(("polkit-kde-auth",pid=4327,fd=3)) <->                                  
u_dgr  UNCONN  0        0                                                     * 17319                                                  * 20082                   users:(("systemd-logind",pid=1554,fd=3)) <->                                   
u_str  ESTAB   0        0                                                     * 5772289                                                * 5772290                 users:(("master",pid=12165,fd=88)) <->                                         
u_str  ESTAB   0        0                                                     * 53469                                                  * 61602                   users:(("korgac",pid=4456,fd=6)) <->                                           
u_str  ESTAB   0        0                                                     * 58914                                                  * 54977                   users:(("gmenudbusmenupr",pid=4347,fd=3)) <->                                  
u_dgr  UNCONN  0        0                                                     * 41090                                                  * 20076                   users:(("dbus-daemon",pid=1408,fd=12)) <->                                     
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 15097                                                  * 41073                   users:(("systemd-journal",pid=11264,fd=11),("systemd",pid=1,fd=123)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 5658607                                                * 5658608                 users:(("master",pid=12165,fd=70)) <->                                         
u_str  ESTAB   0        0                                       /run/user/0/bus 17407                                                  * 24123                   users:(("dbus-daemon",pid=2878,fd=21)) <-> ino:32588 dev:0/62                  
u_str  ESTAB   0        0                                                     * 5658605                                                * 5658604                 users:(("master",pid=12165,fd=68)) <->                                         
u_str  ESTAB   0        0                                                     * 26492                                                  * 53440                   users:(("klauncher",pid=4276,fd=8)) <->                                        
u_str  ESTAB   0        0                                                     * 10548530                                               * 10526402                users:(("gdg",pid=2566,fd=2),("gdg",pid=2566,fd=1)) -->                        
u_str  ESTAB   0        0                                                     * 49889                                                  * 52200                   users:(("kwin_x11",pid=4318,fd=10)) <->                                        
u_str  ESTAB   0        0                                                     * 65545                                                  * 58936                   users:(("org_kde_powerde",pid=4462,fd=3)) <->                                  
u_str  ESTAB   0        0                                                     * 60131                                                  * 74960                   users:(("polkit-kde-auth",pid=4327,fd=12)) <->                                 
u_str  ESTAB   0        0                                                     * 5760722                                                * 5735732                 users:(("wpa_supplicant",pid=11036,fd=2),("wpa_supplicant",pid=11036,fd=1)) -->
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 57333                                                  * 62510                   users:(("dbus-daemon",pid=1408,fd=33)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 41170                                                  * 17325                   users:(("dbus-daemon",pid=1408,fd=14)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                                     * 5658568                                                * 5658569                 users:(("master",pid=12165,fd=31)) <->                                         
u_str  ESTAB   0        0                                                     * 3568712                                                * 3568711                 users:(("unbound",pid=11851,fd=23)) <->                                        
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 49856                                                  * 26476                   users:(("systemd-journal",pid=11264,fd=27),("systemd",pid=1,fd=107)) <-- ino:20081 dev:0/25
u_dgr  UNCONN  0        768                                                   * 61576                                                  * 61575                   users:(("systemd",pid=1,fd=133)) <->                                           
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 65583                                                  * 31580                   users:(("dbus-daemon",pid=1408,fd=36)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 57335                                                  * 31568                   users:(("dbus-daemon",pid=1408,fd=35)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                  @/tmp/.ICE-unix/4315 63553                                                  * 59554                   users:(("ksmserver",pid=4315,fd=24)) <->                                       
u_str  ESTAB   0        0                                                     * 34405                                                  * 48279                   users:(("dconf-service",pid=2927,fd=5)) <->                                    
u_str  ESTAB   0        0                                     /run/user/501/bus 43907                                                  * 26523                   users:(("dbus-daemon",pid=4256,fd=43)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 57325                                                  * 53448                   users:(("dbus-daemon",pid=1408,fd=31)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                                     * 48235                                                  * 41508                   users:(("dbus-daemon",pid=2878,fd=2),("dbus-daemon",pid=2878,fd=1)) -->        
u_str  ESTAB   0        0                                                     * 5658557                                                * 5658558                 users:(("master",pid=12165,fd=19)) <->                                         
u_str  ESTAB   0        0                           /run/dbus/system_bus_socket 49186                                                  * 46656                   users:(("dbus-daemon",pid=1408,fd=39)) <-> ino:29168 dev:0/25                  
u_str  ESTAB   0        0                                     /run/user/501/bus 43880                                                  * 44882                   users:(("dbus-daemon",pid=4256,fd=36)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                           /run/systemd/journal/stdout 52545                                                  * 44872                   users:(("systemd-journal",pid=11264,fd=34),("systemd",pid=1,fd=88)) <-- ino:20081 dev:0/25
u_str  ESTAB   0        0                                                     * 58917                                                  * 56030                   users:(("kdeconnectd",pid=4345,fd=8)) <->                                      
u_str  ESTAB   0        0                                                     * 43856                                                  * 56023                   users:(("kglobalaccel5",pid=4297,fd=3)) <->                                    
u_str  ESTAB   0        0                                                     * 26494                                                  * 31524                   users:(("kded5",pid=4284,fd=7)) <->                                            
u_str  ESTAB   0        0                                                     * 5764370                                                * 5761457                 users:(("systemd-udevd",pid=11447,fd=2),("systemd-udevd",pid=11447,fd=1)) -->  
u_str  ESTAB   0        0                                                     * 63523                                                  * 63522                   users:(("ksmserver",pid=4315,fd=11)) <->                                       
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 31565                                                  * 65541                   users:(("X",pid=4242,fd=51)) <->                                               
u_str  ESTAB   0        0              /run/user/501/kded5mpKyQz.4.slave-socket 68143                                                  * 60059                   users:(("kded5",pid=4284,fd=26)) <-> ino:68142 dev:0/68                        
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 52184                                                  * 54920                   users:(("X",pid=4242,fd=23)) <->                                               
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 52174                                                  * 47639                   users:(("X",pid=4242,fd=7)) <->                                                
u_str  ESTAB   0        0                                    @/tmp/.X11-unix/X0 54977                                                  * 58914                   users:(("X",pid=4242,fd=48)) <->                                               
u_str  ESTAB   0        0                                                     * 61565                                                  * 57656                   users:(("xembedsniproxy",pid=4325,fd=8)) <->                                   
u_str  ESTAB   0        0                                                     * 5658574                                                * 5658575                 users:(("master",pid=12165,fd=37)) <->                                         
u_str  ESTAB   0        0                                     /run/user/501/bus 47678                                                  * 62509                   users:(("dbus-daemon",pid=4256,fd=37)) <-> ino:57265 dev:0/68                  
u_str  ESTAB   0        0                                                     * 5658555                                                * 5658556                 users:(("master",pid=12165,fd=16)) <->                                         
u_str  ESTAB   0        0                                                     * 65541                                                  * 31565                   users:(("xdg-desktop-por",pid=4442,fd=3)) <->                                  
